7.0,5508.375,27.0,0.00302245250432,1231.0,2315.0,1.0,591.213611111
4.0,2748.4,614.0,0.25,3.0,15.0,1.0,3.19722222222
48.0,1037.51020408,200.0,0.0102236421725,695.0,4694.0,1.0,898.395833333
11.0,1708.25,465.0,0.0434782608696,5.0,252.0,1.0,42.8808333333
4.0,1474.0,1179.0,0.0689655172414,32.0,57.0,1.0,14.8722222222
11.0,5444.5,3625.0,0.203703703704,1.0,53.0,1.0,9.25388888889
26.0,82450.6666667,2893.0,0.0457746478873,11.0,567.0,1.0,96.5372222222
26.0,1710.81481481,1018.0,0.00421052631579,920.0,6174.0,1.0,591.213611111
5.0,2295.5,645.0,0.142857142857,3.0,34.0,1.0,3.19722222222
9.0,3884.8,20338.0,0.0280373831776,194.0,320.0,1.0,42.8808333333
12.0,1073.07692308,3751.0,0.116504854369,8.0,102.0,1.0,9.25388888889
25.0,468.384615385,36.0,0.0293083235639,306.0,852.0,1.0,96.5372222222
28.0,1607.34482759,30.0,0.003072533743,1529.0,9112.0,1.0,591.213611111
3.0,3401.25,476.0,0.0714285714286,16.0,41.0,1.0,3.19722222222
4.0,1614.0,1879.0,0.0155642023346,10.0,256.0,1.0,14.8722222222
3.0,15538.75,446.0,0.0291262135922,63.0,102.0,1.0,9.25388888889
4.0,1748.4,0.0,0.00293685756241,376.0,1361.0,1.0,96.5372222222
10.0,1813.72727273,1527.0,0.000763766898343,1096.0,13092.0,0.0,591.213611111
4.0,2732.6,534.0,0.0625,13.0,63.0,0.0,3.19722222222
5.0,1386.0,2125.0,0.0161290322581,47.0,309.0,0.0,14.8722222222
4.0,12488.0,404.0,0.020942408377,31.0,190.0,0.0,9.25388888889
4.0,1674.6,1527.0,0.000305506759337,4643.0,13092.0,0.0,591.213611111
5.0,1386.0,2125.0,0.0161290322581,136.0,309.0,0.0,14.8722222222
4.0,1674.6,1527.0,0.000305506759337,8191.0,13092.0,0.0,591.213611111
5.0,1386.0,2125.0,0.0161290322581,226.0,309.0,0.0,14.8722222222
4.0,12765.0,1712.0,0.012012012012,0.0,332.0,0.0,9.25388888889
4.0,4362.6,15876.0,0.000165734410607,696.0,24134.0,0.0,591.213611111
3.0,5219.5,241.0,0.00171821305842,55.0,1745.0,0.0,42.8808333333
5.0,1386.0,2125.0,0.0161290322581,315.0,309.0,0.0,14.8722222222
5.0,10664.8333333,212.0,0.013698630137,23.0,364.0,0.0,9.25388888889
4.0,4362.6,15876.0,0.000165734410607,4243.0,24134.0,0.0,591.213611111
3.0,5219.5,241.0,0.00171821305842,312.0,1745.0,0.0,42.8808333333
6.0,9151.57142857,158.0,0.0136674259681,5.0,438.0,0.0,9.25388888889
5.0,3731.0,573.0,0.000172675783948,2970.0,28955.0,0.0,591.213611111
3.0,5219.5,241.0,0.00171821305842,570.0,1745.0,0.0,42.8808333333
5.0,10623.8333333,158.0,0.0113895216401,61.0,438.0,0.0,9.25388888889
