603.0,10456.87,63.0,0.142082940622,8054.0,4243.0,1.0,2049.66694444
9.0,3008.9,11440.0,0.75,18.0,11.0,1.0,5.01694444444
15.0,3108.25,27.0,0.00647668393782,1231.0,2315.0,1.0,591.213611111
5.0,2309.66666667,729.0,0.3125,3.0,15.0,1.0,3.19722222222
54.0,948.145454545,200.0,0.0115015974441,695.0,4694.0,1.0,898.395833333
36.0,779.621621622,465.0,0.142292490119,5.0,252.0,1.0,42.8808333333
14.0,888.8,7141.0,0.241379310345,32.0,57.0,1.0,14.8722222222
28.0,2432.10344828,8822.0,0.518518518519,1.0,53.0,1.0,9.25388888889
10.0,6034.0,65954.0,0.172413793103,9.0,57.0,1.0,11.0652777778
26.0,82450.6666667,2893.0,0.0457746478873,11.0,567.0,1.0,96.5372222222
15.0,2192.625,5804.0,0.833333333333,44.0,17.0,1.0,10.4205555556
603.0,10456.87,63.0,0.142082940622,20352.0,4243.0,1.0,2049.66694444
11.0,2523.75,11636.0,0.229166666667,12.0,47.0,1.0,5.01694444444
41.0,2186.85714286,1018.0,0.00663967611336,920.0,6174.0,1.0,591.213611111
8.0,1594.44444444,1221.0,0.228571428571,3.0,34.0,1.0,3.19722222222
54.0,948.145454545,200.0,0.0115015974441,6085.0,4694.0,1.0,898.395833333
43.0,1118.11363636,20338.0,0.133956386293,194.0,320.0,1.0,42.8808333333
14.0,888.8,7141.0,0.241379310345,121.0,57.0,1.0,14.8722222222
35.0,2040.63888889,3775.0,0.339805825243,8.0,102.0,1.0,9.25388888889
11.0,5532.25,13.0,0.0909090909091,12.0,120.0,1.0,11.0652777778
33.0,65492.7941176,36.0,0.0386869871043,306.0,852.0,1.0,96.5372222222
17.0,1976.16666667,1250.0,0.232876712329,52.0,72.0,1.0,10.4205555556
603.0,10456.87,63.0,0.142082940622,32650.0,4243.0,1.0,2049.66694444
11.0,2523.75,11636.0,0.229166666667,42.0,47.0,1.0,5.01694444444
43.0,2097.02272727,30.0,0.00471853396247,1529.0,9112.0,1.0,591.213611111
9.0,1443.6,1307.0,0.214285714286,16.0,41.0,1.0,3.19722222222
54.0,948.145454545,200.0,0.0115015974441,11476.0,4694.0,1.0,898.395833333
43.0,1118.11363636,20338.0,0.133956386293,451.0,320.0,1.0,42.8808333333
18.0,800.578947368,1879.0,0.0700389105058,10.0,256.0,1.0,14.8722222222
35.0,2040.63888889,3775.0,0.339805825243,63.0,102.0,1.0,9.25388888889
11.0,5532.25,13.0,0.0909090909091,78.0,120.0,1.0,11.0652777778
34.0,63621.5714286,0.0,0.0249632892805,376.0,1361.0,1.0,96.5372222222
18.0,1876.0,73.0,0.124137931034,42.0,144.0,1.0,10.4205555556
603.0,10456.87,63.0,0.142082940622,44948.0,4243.0,0.0,2049.66694444
11.0,2523.75,11636.0,0.229166666667,73.0,47.0,0.0,5.01694444444
45.0,2039.04347826,1527.0,0.00343695104254,1096.0,13092.0,0.0,591.213611111
10.0,1317.63636364,1250.0,0.15625,13.0,63.0,0.0,3.19722222222
54.0,948.145454545,200.0,0.0115015974441,16866.0,4694.0,0.0,898.395833333
43.0,1118.11363636,20338.0,0.133956386293,708.0,320.0,0.0,42.8808333333
19.0,772.85,2125.0,0.0612903225806,47.0,309.0,0.0,14.8722222222
37.0,1943.86842105,404.0,0.193717277487,31.0,190.0,0.0,9.25388888889
11.0,5532.25,13.0,0.0909090909091,145.0,120.0,0.0,11.0652777778
34.0,63621.5714286,0.0,0.0249632892805,955.0,1361.0,0.0,96.5372222222
18.0,1876.0,73.0,0.124137931034,105.0,144.0,0.0,10.4205555556
603.0,10456.87,63.0,0.142082940622,57246.0,4243.0,0.0,2049.66694444
11.0,2523.75,11636.0,0.229166666667,103.0,47.0,0.0,5.01694444444
45.0,2039.04347826,1527.0,0.00343695104254,4643.0,13092.0,0.0,591.213611111
